# data: ECDSA verification vectors; focus on format/validation as per SEC 1/2. Avoid key-recovery writeups in public threads.
msg_hash,r,s
b7c14178e8c6d691b86c4807753a75fecc94c43a5becbb9b4afbd92879635374,a196a32da86814a338771b84a03166fdf900453523f20d42e7abf9a3272da375,b998fa14b9325e3872850ac07a671ff4844d8c996c2363f258df27efe6c59985
dfe2d8aed484b3cceecff94d4a3f2bbb5ec6a4ddaf650889a16c659642416a2f,0d0b460f2adddd0dcfe4f827f26d5d3b5bdd14cb19520f719c9a6fc755e324ef,1e8a1c63e683fed37e3b395887bfb3b908348457dcad204a43062b171cf8a2f4
ef7646e5941a3e3328d2b24e52e7429e390b98e7713fb89198ff8e343bd90fcc,8f001a6a17cf1c058bbf7deab21773e91ef82227021fb48bf028c45624ed2624,edd0b1093cec1ee1f7c1d8fa05c31686d08e9881217dde5eb15362d8f848ce40
4512c382d26b2f903bba77ef56fd64951542552446b0c5361a28b5a77870dc07,54ff65e01e4ecf8d5337e79db8bb29508485f76b9173abd31d75afa543eb1510,490bc48930d2e1b06ce50bada930d80e4bfbc820b7d126925febe01c9e8c5af6
a31e4e3575856ece2dde6d64536d7edbe173826eb2997bfa2fbf93043f363d1f,3ecca4f52e40177bf160309f8485db65510543e16af1406776d85dc09adeacd9,722dabee757978800d64fb60c65e29ff5c07c0c909987bd877bde44fcd5e545a
2de2aa2cf9ecb8f63594ef866b74b3f33b4203354e79fed2889478e9a51beeb6,9dc6b5e81d5c0d653bf35dc249714d09ff2e02ff97874c9dd5b6d525eabaa704,b967d753b5e08b56a0e93a104574670cb741774489db85246fb0de68bf3ac815
656437db17f6f17a45265dcd8c403787785464fdbfdf81524fe98fd56d316a66,894c1f7939f3a3d67c44cb33036990225a31de7dbc42975f8c6cd726cf9cd85f,284591bc8671899d890282f5ca075435778e15608d29473c0bba3ba1d5bf926e
baf681ae95d15b9ce28962ab961196a9ba9efe8a3a119b0452d803339ce93bdc,3e6e778d9eddb73f16f49f5298d47a40317dbfa5e32a553405c505da085c2d00,a37075b5fc4f60be8e8c37c16e75ee291bcce270abf68f776ad31ed89214830c
a18ec978a5952cb2612e11664db9485df7be7aa69246191adba8598ac3c935f1,d7b916006913599640ccc982c159c4e49db9f788876759100424bf3fed2a70e1,2aa1f0647844739ebab230cf57eb1e80066016028b7a275bf02d4936bfce737f
f0d5a8beaed6eb63beb27c0226307cfd2e3f6a79e8d578d9b1630231562af763,db1f11cf8061851f176f7786ccc6c40c47fa19423463725d39de9d694eda426b,6dbcd9ed841e3569475fa7d217d9eb13f0c0dd3b27e219e0c5e64c2c2540a2c8
d3b356a292c3f7ce9cc81478e5299c59245f231cb321296b3a8440452e422a3f,697b4a0d8c59863dc8abacd988f1850b3b3e1f2f3a6bc597918733973efda60f,50451848f71a7972cdec582cca4546fa9fe2cfaf9967727544aa987b3208dfb3
23b9f4af5c27e4c31ee7eb3709f7ff74acbc3f0dd52af14a8b8f1bd0129fca24,95230f51370428d48af2c6c7eecc0f45f0356add4743e1336a74f1b2c9ff02a3,a2217c2d425f83202f9822c7648bc7af9d4be08383c7615ceb81afd092418ef1
c4b40a3b7731a8a9be01fbe2fcd57a35f816e5b2bd41ae2079c319ab7f4d4a5a,9fae6442a108ea626b58f21757042c4c98be2d538cbdfc85ddc22621a8da71d9,8d1849a6a9804d591eb75a278c4a86780ff3c8ed0dcd1d9988edd8213d898b42
59038a78953120dbed1c6a524388923db19cc4150e69d34ac1cd098c37ba5d63,ca29d09890eb39db29e0f7160aa129131347820b6bcb85c074390772728e6a6f,68fec44b966d23d801434e616078935e3cd371a68f969ad1be927aa3823729cd
f0bbb6274c59c82e29ebbe78b3996cbe8d9f110b6cd568d909dc4ed68e4e95fd,0cf65d8a7f8ae021a9a4a1f9710c1c4c1de4ea71aae68f59d7d796df9840aef6,f87caedb7390180d51acb8077e9ccbb03da9ac292299dc8db4b3d7a5b4eb61a9
f27bcf38d132343d8207c0b461641843d44ae779ef262833bdc5b793ffcf4d94,938e8842908d207deb42e2c34300ed006dde0589edd12cce7947d8b73bd16a75,67e5c2b84eda8aa26426eccfb0c072662c9110abb3a51b1365e2f17ff6039048
f0c318b61e935a3460222bf2737fd457928a0a6aa9ae359e4e5cb5c7d810d699,868d345b845b673867906f82f5f6306e49c4d2a0c1fa8bb05703aecb75313948,cb5b900ca22cf14f5708dece63dcf6ec6e654dc3d9763d42b3948ea703e6fa36
99a2dac51fdb24b57127f0014bc3137bd59a89c7ff759ecbb413bef35ba870e8,ba332990e703080636c9cd645611cecc263af26552f991e14d58a6e4a41158a1,e52af425225055a1decbd74924da8ec2e56b0ac7de75cb07350ffcb5915b4163
72b37391a25527fa55f9fef761cc985c87aa9c5f63912f70705ca463a1cc4ed8,3a9f02e6b34dc5abdb0db4517390517bff2ab386aefb548a0a38cf58326dde49,d3d1a31d74fd77fc271a621197108101ec63ee4d4c91f822e52586130b37e9e9
84785141963986dd088f48fa3590f57365fe19a77e841de9ab2596adfd99a5b3,ec0d3c4b1f5735e4f8121b8d3ad02f09d226dfd6fc4bf11979540a228d82440f,0de9ac506e6f3a7a9df5126d63e8366f89ff6d9e426859929647bba0ea302d64
1e971c2fe36badf9ea07da488128998642c7d9798fcab4dc4f42201eaad319d0,2fa3f2b9ae084e1f4b2d9b4501cabcb43e2072a56ec1d3fb35f1d9a58e601cd8,32d5cc52ed957e937fc93efa3d972d87d2d7d318ac8f49097c394042faa91741
f25a3350d1c41c7ad94ffb4720017aea0d1bdf6cf62c71df4c385c66f5911844,74de2d874f40ffa4d73271e30492d6ddd4dc0e923f20aaed06206caf1986db80,4870fa2e8fc599b33a4edf497ad5bb1ccfacebe736e9c3520850e990e30c58b4
768b2b92b0c337d7fb8b07bd71aab0c23270eb2377d0b0eca34824ae4c50f779,81526f907e40c4e1d65245e250a0e78a67d3409cab74120594d2c4049ebe5ad7,2605b56d46fa8c930ca32e85dc6b5fe17be28df59cdd78fb2068100c421c045e
2134344d32e07c6b9f2a55cf8a878218c10914285ffad59687b24aa6ab944d27,29f0323af5c9c77defabedf5f8271e1a41cc59cdc5f4f13c875cc389586fa037,83a39835b14c49186bc47083167f51a46d682d2ced2e3adfd0d0112a8d7df016
d597b0ede05e18eb145dd7656e4a99cec128f30179c71f6351e61c00498a89c5,cb26cc608270729f9c6b3a4ff9ae853c5a0f2189aff63fd25e3e5f13e0a805fb,80e2448fb9c795a24e0941be051b91deb5951147037739856cd5cdda0f4b934f
fc3788d357512fef533b4acc568c0c58cf35b1c896e77623da63b75d8a9d6ba6,24aa099ae0cc1520382544e5785223a5254456e88bd770a7aa588472ccfc57ec,0d35964a3975c96f5b17ea7b282d54b9e5f832715d1bf32cb9e8ecd093c117a2
d361ddec8b2c12d3b2a35284d24af8678748612c5015527fbc9adb3fabb906e7,91158fb33a4707cb4638203cad43c56c5a50fbd2c6241835b9c6e95dea0d7ff1,5f6ed7eec05863131d01515fb3de36192d942dd0345b8bc4cf1d5ed2d6350f07
a87f8455fffe3549515b9ccdf43b994d25430cd3412cbc85dc3d8f6b9e050310,7c9aca5b50ec229ad6b32cc1ba1c6c8901bfe389a231c75ccfbfff786fe5edb2,df77d579993296b278948ddeee010f2069d2859c7b8d3fd585bfd02f589f5a31
adc8b1b04556eadffa31b69fa597f2e38e1e38ec3c48a4745ce74aeb09c61a95,9127f6ad8f4f7cb431b82634adae68b6eec08d730e2c99943ec578901458e1a4,20c4d448b42f077c2a6f59e7e72a958453e5114acba7a1437a273afea8751a28
34a88023a89fe65d7906f4e3f2fae646332370bf7c2000a588b9e0574576928d,329cee3ff719dd0f8b4ec2e23fe22a498ca30f2e349f346a6b597c321aa93260,39ac4cd2054b1d8395bad33917388b4218391e7a2e45debab15474521989f7d3
7ddc0cd172969a40ad643918d90a369a53738a9c988dcefe88950da062821084,7acf86e3e60057c144173a5ad4cb7f10e82b1d2291a61cb5604713d77a87eb1b,e3992763512f442669ecc2fde8b40bcf1ca67b0a64755844f7d4af89cbfc81b1
fce17ce60fb82f6b565469fad677814b86f75c1095ee1754069c0157ff3fafba,b1818007607497d670067384c768f317704f4521acd61e874aed91cbf6c23d39,5e84915fabe2a328ffbd59f7b03fdb01e2de748f368ab32e5913b937a676b1e8
65e315df9aacc9427dfad27dcbf565d1836b3aa311776652ecb618d46da1da45,f8ceba5180e286d75273efca2150896f46fb312d8bcacb66a43cea834d003123,60f21d108828987544de4f758f3decc3af1914239f63899cf62bc7fdf16a0052
29419cfc7ae76f6cca5e0b2c661a0aa64ac074bb99b2d72a183a4ab42e8e039a,49d11d36fd591a34b929b100cfb1c39a66ef67231a2b968f9f6d47e300421d1a,41e9a6d2290af06972c644068d49a8c7f971b9d7b626325ed0ac2679712a2fa3
dad4b2af5d988a3075492958222ca4bf62f7605f56078b7a40ef43b60279b4b7,2cb3b9a9305b778ab3aa2baa35f1ee6336decf6a825acb61d49cf27a0ba8a37e,83b8787387a60db83da86253c252f8a7606faacf8ae8de3cc210302d0b794d67
31f8501b27e4eaa24691f18cbe28e6ceefc4d15c3515edc13d0b68e6f37f133f,fed0d4dd97ed382923e1e0fe69929c645be075809a8610e8ef07185f89f0837f,a504ad158c641830c073e8a10b032c06dced101eca5902fecde5554b32d3dba3
6ffc4fd3932251e7de1cb4262d8015d000f2fd741fb9a2a8665d7b42a60eff50,eb559d60a2553329ff5801032f7e69539351f99f231ad3d64e1f4c1829312b5c,9d5b2bb20b00add0365a5805e2a00a1dd3a12ef572116bdeb6205091de07b99f
7ded92f7c10300cd64eac48f6ed4b3725730f4f5c6d4ea7beb522914c00c86d8,48cd909f40d2b17327e58f90d71e20b1a4883969791a0058b8386a2287a5791a,cb85bd74b72f4fd17b5b9789101c9c4fab769d6d011b41c20f0672097ebf5d0b
db4266a4a13126460c728d1ab40ed4f357b11ff2e0383d443cd70bb7681c6238,94fb5ff4774fb10ba3adef42c880000d9e3d5ad9f17d693cd8fd4678b4adb36d,7218b552f752ef4756587a7bd8cdf7a39352d7e4f60d98378123a0ee3921ef36
38d5eee3c9c86b05a7be2e006b49288d8888454b650271d8f731099026a9365c,327a6f05f5559b26b92424dfd56fb5297667c933c2f328a584a8bfb91582e82e,5567f605f92b2f0b43958aec3a87bf44da0625e22e269c0bd67539f87221b72e
291366208d6537f5161000b8cce19b26eee60575c7bc7cf4f1cd4b9d4825ad35,0882ed88812ac893c434df253f4b84602d728dcf33f19cbf1c3497a3130e63bb,61155a1c3b5c7e6ce9c1f5d153d27b2fb79618e212094b5a31e9354466db5e0d
b7b2ee1f3d9ae25e4f247247d0c7ca4a1600422c9b7d242789c5bf4927af417e,6c7d72df678bdc5467970a6f0e87dd064432a661047d1812fad580942c9bdf9a,0729fbde7b876ae2d2171dab28c92787d7931774af407dac0988af9ca5d24092
1de804fcb31d9f492e0cf93c6e0c7ae7bc21246cb2492d3da926df359f86c5d3,3a64f6ff4e34e358346f65abe8887dc780297b542d93fde3305a93ef6a44c6a7,744b1fbd11c1ecea6cdb4d4e2c1770d6b324805bff9a750e9652f87561254dc1
52f862b13fada1a5e697a6ddfcc10a1c47cf2dc2e4098867ca8146080826e27e,667307f43d3a7aa0c9f358e0815cbfedaf11d202b812bc4ebdf86e1ff8123bd7,94ed78f4d0264c21123b97a005ee46cff4986cf0b2aa83a31c449bf092e2ebe8
c450b4df1719f94e6cce43c3c164f3525b4b2194c6b9a64b905cc34fc781466a,1587e004cc232167659da24bb620fa785ea96a3853d69d65a3e082e50518dbc9,292a423b9ba5b64906ea2fa7643a11b73d84c6d39b20440505289d1d2d6c511a
ced28b277752ba4ff633fd18096438cb73d9ccfa8b556de0e191e3492df0ebf5,9c7861b0d59daafa54a3f31716b3900f0f3f5a48a6e779d68f175cbe9922d3a9,ede0a0c98e2902091e911031e79da270e186ce3f1a1fa7620db8529e93625635
c1b5aca505a1ee070ac6bdd38335d5a8b1f8d624e025016e31fb92ba5345ff1c,5ecb22bbc11d3fe7d1833b469615eccad09e5ede65655db0f15b1fadb025463b,bf651fa1a33dfaab2160984267fac27bd4b360bd574b1a637391acf1cfc59f3b
95132f4396c279c4527fa853bc094a56fbcd341810078ccd15bff646c9d16109,1e2ec16cd0ab4b666b1968bac9b961b72f1d2372d81d922c020ff10ea0b7bdb0,3d7df170b300aac1bc01d1b0cfa7484cc0bd138531268b4df61aa44b174403dc
b70b4a369f78112d5074b4e0942efe4f4da1e6623b934084f422e814f06f7c09,cb2fa1f3e10b6d08f42d3da940f6830ca45dcda1a82e69f816289efff91c8abf,826787732991edd1afc4f738ce94b1d1d9c1857e34de69983d4edf6fc5e5fa50
0e09e7509cbccea1fbd31afa6bef6bc493d1b1480aa4f7a329ec04bb75960096,74680dae15209267b972df72072a198106355b09554534fbd645110527241003,0b05d9d3b334ca0cf8a5f6d24a75005d6833e363e81e5da2ff579d43d517ffbe
f1302b21e714fbc82bcfcafb4d63d744200b105301f122e0b6426dfcbf097d00,f2487044cefc7f3b96529370572b00626e0fa5b37052ce5d1ff5ed0d33fd3f03,eee4e28b6cf4db2f5f94c3b6d97cfc7af5b1b9354ec42afd9a89eb2fb804b59e
2016de02ebdbd24f4bf279d3bbf6080765cfae947cd2fc09d6b04c763a6cff95,0979414040beeb405eabe3f1e7b0f3405ab91ae7e497b137be3506fe301bb275,33db6fecf7d5d64b1c5a64680b7d6d9ee1ea305ab8135ee3588888f9c107844f
51000a78650172890404f2088ea7705a8956636afdbaecf3f7fd623e15a917b9,846e2ba82a82570bf8ccced4cd61fb4f71293e52cd26a75b84ec12c07171b1b2,b54a1596afd39a9f3d34ba49553ff6b862063402923d4ef2c332a3fbff560857
0378e1915899315dcb7d7a60f0cc705e84dd0b0a4277aec4b297ff607a8a5ece,e1bf3e0aeb84ade49e119815d1fd5665a1834af4e1580974766967adad64c6c9,471d73e17d58cd36810a30625021cc75ac7382d4ee9ac69e92116824bc7f596e
da4892cf4363c2025a107e02ce896962ae2205db8f1ea5b93d07e5274ea9e4d2,49a9d85392319244532fcc7926afc261022d52401248889647deb2c23d37395a,1bdbebef26bea777536525dfd0dda27df0852ebb295e96d24615c052e2b53dce
a07b5a3cb655f959a93630ea57b68dfd2387b2811b549e74a2b3c423e8727c8e,22ea44257854f7c00c53e9c375b7cc2c80460f0244455a823a2b9ac5ea63dbac,d0ceff345fbadc4422881707b052fcc35fc4ec1dfdb56c27298f8b4b04256e1c
106423eea883828f664a8b94616c63df39a1323bec44ec7355b27df503373615,41e5c7b2027bce7ed270f4a19b932642065c780decf3f1194b15c4671c1081fe,0a6a331401bc7298eca098816598ff80e6ccd8876a570acf59afbd16ba336cf8
b81b091734f919a1876937f4b9c3ded14908e1c1f2df84221fe5098e3fc52f25,d7f326682db098d99f322391c010e5c4df8e3253bb6fb468d9faaf6421c22b41,cd7aef97e479a611ffe5c043c9fe996436949d447becd18ae65dd88546b69ed4
f0becefed6e8d7abf2431a6a390985256c0871f2711d659f9b38866f916ed39f,2b2058ef3bea1362a48838818ff0375ba53609b34374dc77bd097653795940ff,7ac8e74c85adb646405b947c380346dc8d62adf5ee35ce6397df79de3d844497
a234405a78c75b8585e908ee9b3895c399d0b69ed7415851ca60753cdc16b006,d883155a5345bdd00b8963d554138ce04a5f8871c987307c73a7b43e98a05b19,95bf2f9119ed25a95a43dfefaefe96f5df11776516f96baf9af288bf525f61d9
7cc91d561058b7e3225e01cf0d748da8ced8a7d6538765363f24d707fbae8591,9ec5f65fbf39ec8b941080561b79d46b890aaf555e673038d9ea13aca0ffd433,6b3846e5fefff25d52f1d3c63b426aa084f7a448f6796e4e42768d2a13672d66
4cbb255c5c1b8919b032cc93561252e110973cde886cc70eca3bc7efe2287dc8,db05fb234798feaa56c666715090411360bb3281fb995144dbfdcf70d89df742,a6495432f19ef9d4be2b78e192ace3071d26a1e37407a269b0caf51f9a66d8c9
cc73d4185582f4c3af0347a856160d2bce5aae93c5405bdb61b6e35c7829f4af,9cabdc8a165f90395ec0b294dfed22de0b61ce8edbc18621e7a4ea1a81c494cf,55341c9c2c2b7324e1f129ec19522a6c5ac2fdc79666fb7cb1d72305208e7701
b7e0faa75f24989bc0e213257fcc63e6658150179dd990288a7229ce4f7183e7,cc72cb2557cfa7b25090a2dfda44808d099d09a8fffffcc72fd0663640f0b293,fe00e3cd939b25bb9bd5fcd5eb0b7cf02bd01eb8b67e3a4b9b6f52fda78dba08
5039ac121eb61fd8d17d47e5c63b63bf708e9e01ac1897986ffee1e17c94b1b1,6357027b9b490236e346355797f1fb70d121a3911c070d89273a512878b73359,1260ceb2f1efcb8838a697c64c22e858c43bbff208cde14097d90d3788f2f38e
a5c627bbd8a7c6d54c8657b7c5bef8ff2a73ff9da1428340baf8ec3158a80912,dae32d19a221ef139da48bc9a7fab481c9121bd0ef7989bcad35ca4e8d5289b0,34149802f53fab7c625ef997c668b972233f87712e75ab29976faf03b8fb4c55
7da43fc45c94d7595bc29929853aa0720aa2a8589a5c5dc5d59f6788b4085e0a,66f46654faffbe61f4d362b7b7f1cc229cbdc24688e1f422499df2b8881e6663,ab2f4c1401846b84554e0591e6411b30626a86d32c5b31e47d9ebdfc59535ea5
4ec18ae488b9dd945ccc335cba75191b99b9c194e9628a4e8f8e4aac0fef02f1,f6ab3ab6ae669b09da2dd679a303f2de0737ceca51c884634f41cd825c498512,59dfb7a5f276f9cc00258d0ac76ec8a1fee2b31b833e9f175a32e31b1c6a5261
3dd6f139126d9b3d969b3f19b44f154b8e7358b80f25ac537725febf8300f683,1d6707cff6fb1b42cecb02c92ddd03a7f6ce2ae31a63e4c79158ae378969378f,8f5702c64d0939071f44727a982c7771160535d8e2164ff6a989ba4b99b1c096
514138412265122c27a260e2eaa60b13e1dfa3cad0081af0735c50c962623b8e,d9d81ee6d5f34d47749075222e9498075bb5c1fc3d583c80081a6d0312d7173e,508829b15cc635420ab251775611275f3a3009b54f98d508553ee59ecc70eae2
d67537fa9320f9456b78e11f32e687efb6a9caf45b13f2261408a2ce1d20b78c,3dce4f2f8f5ab42211522e6e2fe7edadff695fb6f7b82a1b3cf7eb42612466a3,000c20366e050e5798d7811e5296ad2bd72d34080696708d21cff33b41af1477
85c5edb98fe9551e7f055fa163e028cd71a03712f46a63afbc9ed1ec74b25a3e,1eb03203a58796348dfc5355cef3c2816ef8c09b1fe92ecf97277ea7e9a6b373,96e30ff813b3532c0c2f31c3814359f88bc5bd6da0cd987be1e5475a0f285e60
1155af955ce5051715c1af97b31fccf99729c1d45e8720ecebc03fd3ae7e755f,7ae120a6d777092a46669cba8aeb3e7de4b256251baedc078c12080c510803bf,c5ddf2b925e43cab0931558844ed017e19e35fc4a987452bdc4354bc18ae7bb9
133e9ab2b3842ece8949e2fba8ca4951a8471698e479cab3fa42ea9a024de4bc,ea7f49a4a5bf967b3314bb5a3be20c481a6d469f277c241992ead3dce9bdeda0,16bf396f95c5fb92e336548b0e576f7775e0b116ea6126ac546295fb3d92e92e
f367186ca8a8e0ce3ee8da0dbce51840b0f6454e7815f34b2603e599a431b5b4,f0b914f679f17516afca0da50f4c950a6e64af75f1e52fddb12318c250a0051b,a84e0ad1234845d329dc7fc020f0ae302bdcc508b9556b6765b0222fc77c3638
928d90ba7ffe57076853e9231708ec93d5293af57ac9ca766e68f1b472b17eca,f95a2f4a0ab137dddf3b4d38a3d6b80b64784f211066a97612feb35ec47a3856,d64edb0c842b016a5e3c90c9c5a863a1fe50b586a9d10f7c6e60e934fcf2f580
9b46c5c7ecfddf44eddbaabe660c442910594682746c9d945a05476270d61b6d,e8788082c1fff088c7e1db72bd907b6632c2696ab1d9bb7768c69fa5021fcf9b,ea683bbe8fca1edaa0d8567e6cceb6a1d465b48a6ef91ed50012e4ea01209e8f
f5c5a3d813d252fb86cce6090de4e5dada28c4dc39a926057d679dc1f6bd1a5f,34d0dcfbda3cd1c7bc8b865a3662f175360e5a1d56d724ce481e99a609dc53fb,c778a8fed2b01d77e9620cf7b7f879d2cd3f18445e312307a0e6986089738acb
723c680c995e7d0b91878de458f6b5164e325916aeb9047a8168c764d1fe4573,27c9b76329a07e54819841e0304516b2a01f6a98e464e06a05cecb4c725ac925,b4bbe021e0d7c98eda20f78e77718ed7d4e8c6ee0d830d0ecfd24dea477c3881
ebc1055e29c19fbc0891bb2f7f12bae14d6be6879065e68bb935fca1404aa7bc,1eb51d47c5a2830c81bbaa25db54d13c1db6b168ad8ce26d69c059c32401d70c,670417e02362a0a1d71c473485de33ac4f88a35ce5d820c30389a5f215508222
f1fb2a40157b36fd962896cd717203203d139f44ee1a2f93b906f45e66e85319,f4dc818e6c4c0ce0aa695ef46374039471d8402ccf554858388b4e9e7a991089,f89884daff25458303cda3f34589558b988e4cb50cf4c2e09b5891dce158fe64
0434b5c05202b3171b8075bcd2c8bbb7013b657eafabd5a1b98ade2f9cb631bb,7d1850f5fe592005e752c420266312d37426fbe461c9249db08aea2d3465926e,f633ca3ed019b39153a8b5765a45076816d4be2cdb3c6ab2b559e9f83260d8a0
481f0276c6d6c5561dad71026224e526ed057939e8270adffec8e6673df7463e,89ed03caf3c5b0f720872124471004e44af4fd2e20ce5ca13b61440478453291,46a33a7756492e6f0ea029c6a6948e2247d628b9d8442c83be80682c4a62bfa7
587e7e1afd4455d2db343923bf21aaf6a6ab722fec42c0ffc26c45e7957951be,276fa15d29976ab0490009043064201483b9220fddf34985ca2dbcf8010a2df8,5577c23bf0bfe4ef5e3d99e32779a4e33605b703ff141f02ac4f5e4f5cacadf9
daf42f8339f6d0a642f16914f38a5339bfedc3e173e4bee6a1392290a22e00b2,a5b6a9f3a9731a4a8f09ba1c9398e9dd16d331d1d95e9c967415a0a03ba41c8a,92f1968070a6f503d1d8a12b13a99652a3a56d1d6eb017e4841eb35d4aed46c1
aa77387d141210879682cf08faabbd99e36b7d91251dbaaf3d04d867559818ab,24ef78bf0fbed64fc479c12dc09d4907c77eba5f87dc66960a20ec6e33cc87fe,002dad008e2ae5bc9106a14b278bb30ec09d6c5b32a48eb506ff31b4bbbfdc22
538cf6b03ebca45b5cbab9ddce3cfef8c6fc0722c7d39048d2387e142130a49b,99c671aa1c88fb9cad90d6facebd4e37152d04c08030d6c210a02bdf12938e96,d07244c1144ffe435dc8fab5dcfc330eb1f3597acef05c37d77e62f883f3038b
dd67080ad965b97f5fe72f938e4ff129439d0455fad3d45778ab644d46f74d7a,e71e7affba22e338037b86653037721ad78d699c9b90f8375aba7bfd5ce03b1a,4c65d8f19a0b169bffd6b0fb73fc2403953b70bbb261ebcd9df9d0c9ba5ed82e
3c76b32072d028734f8c0342ba976a079fd1ff8ed5563d0e133f8b6a16883244,5013c226e663e03169d0852c543c7a4cdcd1e53dad6dd0b1fa0e1275476eade9,f1f8140614fa9ec30396c0518fac62dd320d89d4221b43d9e33482c30c6450db
e713416c1469f381fa2087b12214ff6a33ee0234add72b802c75dae80f4ffad2,2cc0975bafe3b069b569ed53df3883d5779cb5bb332153161ad09172cfd38d18,65c96d9e54a120751068486d9671160d1660f13b1483eb3d7ba21e425abf999c
8c7a12b6fad82ef1e07e242f22c6013159c4cb1decf8f81ec400e6ee19a0e493,cec8c8718c60f7fcf90b59b908fb2c8fbeb5293a56e9ac890c0a2b1f6a3a8965,321e1e58d55b4e1b7bd415ab06084b4b36e4c60dea951df663caef308d2bf8a6
d49ddeccf539636ca12c581eb16ebf8a73f8d86a785c44e38cba1ee52e82a6f7,ff8ff95aa5b4f1955ff22c87d2ac564c0a21b8e64498edf01fdd555fafc32655,338f86297cbe9679161dc3156bc3a4c0589682bcaea7d0e36dfa89a608428aa7
3e15dd478a6145feaa0a37809d74d28bb84434a9b3ae7b82dd6778fd54361800,061965c0dc93dbd6b4ae4570880bf886492bd32cca2d9fc3aa1ddd0f5ff16fbc,b3c78bc53097ca2c5e76776cd9c975a98783961727ab4f5265ebe95a2fe771b7
26a3b536ad874e33ffd07dd5dcc9fdaec4c9ffcef1f4d594ad4e931279524c56,5c4fbf0b674c624b83c3ea73db796ae974b5c50524ed732e5f344532d7a65e4d,46749bbfe3f702c49a7f08641c0aee1399f78354084ca81064204ce48256f2f6
b2b69e10fa3a27bd74b3acb6e8edd8e060a27a2d7e393620ce40449f801bf6f1,942bfa0170b7a9c11de14743d865c56e1b1b0e477bcc829fe46b6a7fad910f96,c48a73aa0a94bc1fe3b974e32c8c19b322b49c83911bbafe299976779ac3f684
cc74ea47e7647c7cd05f656058304c2ef5792918b27c8f6ba2dca8893b061523,0228d6607940f7be2231a87e39924506f720b338c707478ad39a5af170e0a88f,f894e3d8ec1b1a09b0ab1cb7392df3c2f5893914309aa481eb0e93090b61e662
ab1b1ffdcba593135bc3925423cb5e002797b6718e0c7c04fbd3eacdb0cd4966,89a53f735dc94eda2640413ee2cc5e039d755961ad2a790e81dd445c16a8e0b3,acd853536c76ffd5e2f14e020eb1d7ebf34dcb1bb44035400e60a5554af410ff
f1d9183724a69f7b85ff7fad44323977e1c542acc395fac5a127a6cbfdbd37ab,e5a9c522953f792dbad240893782b94710cb21b66e8b6914272588bfd4923564,3dd44de39433e6ae22dddfe124c15f4e80f5c62682aac0ce4e400efd79c15635
a626784fce18399dd85e70a421934f8ca9a7b74bb33f4173e8fef7d4e7f23891,551ae885995f20675662e1bdedbab6a658875d414611ace043b08369c6b7efa0,8b0ff0d6b5a977c00392e2176340c775f93ee29798751766a8ea146040041f96
46e96af99de9af2a7f4da0ea748640609b45357f7c952e9e8abe19414fe142c4,150d847f5685240189f33ef064c1dcb6baae13f8e117c956908f9bb7d776521c,2f07ab74a24442e5c96dc1155e6f4dda4f517e3a31fcb017e3506f8301fcbf11
392a785c20e07b3e6b05f9bf30d2e0788a3102189b3f0151ce2f57e3b0a67777,2a1e0e0dca78304b2ef7c802cbb8b8c4f8563a3bc03afb1469af5994a7651455,17253d929f6cc08ebdb4da0b7bd669ebfdd81da21f0785981426b285982042f2
0153b26dc848c5d2d7ea3fb7d3c92df31b823ed3b4990c5384379f5e9c5d3d9c,d32afd7b0e07ad3b047f1b7401ec0fce7e74dd7759a54c55d52c340f2b652572,9941dc3f417455f0dc44ce5a48a8e1710e223b3bbcf6eaaabebe79a8aa61160c
4ba9e15350320af24a8fd293dbc6fa18b42630d6b65d77c6863c32e0c2bb1d32,46b3730db99fddbcf36bb070b67e6a42a6c3580bd6ee476d76be6edf34cdd43f,a8e347bfa0e4b56491e6094fb754de407bd125b9aba145ecf132e20a142e1937
08ce5d26a5785dc775a0ad3868b08aca5e0ef0916f530a6ad33f336605cf902f,33681d86ef6f1e327f2a7d0ef9d7a919ea43952bdc86a98af2bc1cb6b81ed475,90e4da06aca96069e76d8828977c021a0273fb9c349e73f9f32578c2f71bb0f1
3222c72a54d6ee3bbffeb37ca1581aea06647dfb8a448b778ba0d5add72d4df9,00e425b7036fc2d8214dd0f48f9dbafbd1980bb831aa50b3d4be8733d97bd718,e57b72331cf0df3700b89fb6416958b1c5f9df8a275b60aa1c87f47713dd8fae
ff2b3952d9f5038e3e36da70d50c775630cf1c6b1398f0b89b38a552ff71be6f,d259a064e67520948424f4343e0e61afaa1ed82da2ab139528c96b6b96f035cd,aee590bd07d68955e630e4cff72d696d9df9b46e395e2d22f9f4d6811ba1c429
91d9b2b5ef13d9f6cd47d4897f061836e5fec430d910dd98b89d741b6ac6d22b,cb6dd3ab2bb66cf624e5089d0466cdae11d8ed838e652e11b011581fe3ff8400,fade88b065786fe67ac8ad78fb66a65495c720b53163d1c47427bfe1c61e82a2
374770afb105ff58654bf4344b7c9de29f2e14503c62f86029f2c2ff7468bcaa,b7ba93770c41ec8bd34b469d6f4929f10ebf0b69ab7be92b6e16824a4c8d3cde,a4d7f31ba35a0b6466d24fdc5b4a121311bd251d06f5f1b69be04711fca062f0
